UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,Total,NACIMIENTOS,POBLACION_FEMENINA_TOTAL,GESTANTES_ESPERADAS,Lat,Lon
40201,AREQUIPA,CAMANA,CAMANA,14163,217,8759,296,,
40202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,4813,81,2419,107,,
40203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,7591,250,4603,612,,
40204,AREQUIPA,CAMANA,MARISCAL CACERES,6624,147,3788,194,,
40205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,7818,89,3616,136,,
40206,AREQUIPA,CAMANA,OCONA,4467,104,2832,137,,
40207,AREQUIPA,CAMANA,QUILCA,1075,20,448,23,,
40208,AREQUIPA,CAMANA,SAMUEL PASTOR,16697,309,8604,413,,
40301,AREQUIPA,CARAVELI,CARAVELI,4386,70,2265,114,,
40302,AREQUIPA,CARAVELI,ACARI,5282,57,1898,71,,
40303,AREQUIPA,CARAVELI,ATICO,5906,98,2501,125,,
40304,AREQUIPA,CARAVELI,ATIQUIPA,556,21,701,22,,
40305,AREQUIPA,CARAVELI,BELLA UNION,3396,107,4938,707,,
40306,AREQUIPA,CARAVELI,CAHUACHO,695,31,581,36,,
40307,AREQUIPA,CARAVELI,CHALA,9514,199,4159,329,,
40308,AREQUIPA,CARAVELI,CHAPARRA,3839,219,3446,414,,
40309,AREQUIPA,CARAVELI,HUANUHUANU,3195,105,2174,143,,
40310,AREQUIPA,CARAVELI,JAQUI,1712,45,744,54,,
40311,AREQUIPA,CARAVELI,LOMAS,1581,30,821,92,,
40312,AREQUIPA,CARAVELI,QUICACHA,2006,54,1119,58,,
40313,AREQUIPA,CARAVELI,YAUCA,2111,38,969,44,,
40401,AREQUIPA,CASTILLA,APLAO,9595,191,5260,197,,
40402,AREQUIPA,CASTILLA,ANDAGUA,1135,6,757,26,,
40403,AREQUIPA,CASTILLA,AYO,270,12,289,12,,
40404,AREQUIPA,CASTILLA,CHACHAS,1813,37,985,71,,
40405,AREQUIPA,CASTILLA,CHILCAYMARCA,1031,39,763,52,,
40406,AREQUIPA,CASTILLA,CHOCO,812,20,590,21,,
40407,AREQUIPA,CASTILLA,HUANCARQUI,1679,18,821,36,,
40408,AREQUIPA,CASTILLA,MACHAGUAY,564,16,465,25,,
40409,AREQUIPA,CASTILLA,ORCOPAMPA,8906,336,6143,395,,
40410,AREQUIPA,CASTILLA,PAMPACOLCA,2269,30,1615,64,,
40411,AREQUIPA,CASTILLA,TIPAN,481,7,364,15,,
40412,AREQUIPA,CASTILLA,UNON,224,15,284,20,,
40413,AREQUIPA,CASTILLA,URACA,7199,186,4262,202,,
40414,AREQUIPA,CASTILLA,VIRACO,1763,36,1023,44,,
40501,AREQUIPA,CAYLLOMA,CHIVAY,6371,75,4632,198,,
40502,AREQUIPA,CAYLLOMA,ACHOMA,937,17,594,18,,
40503,AREQUIPA,CAYLLOMA,CABANACONDE,2446,53,1460,61,,
40504,AREQUIPA,CAYLLOMA,CALLALLI,1681,30,1205,51,,
40505,AREQUIPA,CAYLLOMA,CAYLLOMA,3952,110,1930,120,,
40506,AREQUIPA,CAYLLOMA,COPORAQUE,1259,36,978,60,,
40507,AREQUIPA,CAYLLOMA,HUAMBO,751,17,394,26,,
40508,AREQUIPA,CAYLLOMA,HUANCA,1184,25,877,30,,
40509,AREQUIPA,CAYLLOMA,ICHUPAMPA,598,13,415,25,,
40510,AREQUIPA,CAYLLOMA,LARI,995,23,902,58,,
40511,AREQUIPA,CAYLLOMA,LLUTA,830,41,795,82,,
40512,AREQUIPA,CAYLLOMA,MACA,776,16,444,23,,
40513,AREQUIPA,CAYLLOMA,MADRIGAL,706,14,315,16,,
40514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,1005,46,945,53,,
40515,AREQUIPA,CAYLLOMA,SIBAYO,730,14,410,29,,
40516,AREQUIPA,CAYLLOMA,TAPAY,815,22,360,25,,
40517,AREQUIPA,CAYLLOMA,TISCO,1681,26,883,45,,
40518,AREQUIPA,CAYLLOMA,TUTI,681,14,472,29,,
40519,AREQUIPA,CAYLLOMA,YANQUE,2368,49,1270,81,,
40520,AREQUIPA,CAYLLOMA,MAJES,66859,1436,35359,1895,,
40601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,3650,24,1986,90,,
40602,AREQUIPA,CONDESUYOS,ANDARAY,715,15,425,22,,
40603,AREQUIPA,CONDESUYOS,CAYARANI,3553,89,2425,107,,
40604,AREQUIPA,CONDESUYOS,CHICHAS,743,25,446,25,,
40605,AREQUIPA,CONDESUYOS,IRAY,654,14,452,22,,
40606,AREQUIPA,CONDESUYOS,RIO GRANDE,3669,79,1666,139,,
40607,AREQUIPA,CONDESUYOS,SALAMANCA,527,22,558,23,,
40608,AREQUIPA,CONDESUYOS,YANAQUIHUA,4415,163,4134,311,,
40701,AREQUIPA,ISLAY,MOLLENDO,27794,312,13182,417,,
40702,AREQUIPA,ISLAY,COCACHACRA,9186,157,5286,159,,
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,7384,99,3828,128,,
40704,AREQUIPA,ISLAY,ISLAY,5385,123,4356,174,,
40705,AREQUIPA,ISLAY,MEJIA,1291,8,635,18,,
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,6986,85,3756,136,,
40801,AREQUIPA,LA UNION,COTAHUASI,3197,85,1726,96,,
40802,AREQUIPA,LA UNION,ALCA,2057,51,1247,70,,
40803,AREQUIPA,LA UNION,CHARCANA,614,26,376,55,,
40804,AREQUIPA,LA UNION,HUAYNACOTAS,2127,24,1371,75,,
40805,AREQUIPA,LA UNION,PAMPAMARCA,1224,17,763,47,,
40806,AREQUIPA,LA UNION,PUYCA,2602,57,1693,114,,
40807,AREQUIPA,LA UNION,QUECHUALLA,291,12,210,23,,
40808,AREQUIPA,LA UNION,SAYLA,341,19,377,27,,
40809,AREQUIPA,LA UNION,TAURIA,320,12,240,26,,
40810,AREQUIPA,LA UNION,TOMEPAMPA,736,20,560,33,,
40811,AREQUIPA,LA UNION,TORO,578,5,553,23,,
50101,AYACUCHO,HUAMANGA,AYACUCHO,106913,1994,42051,2251,,
50102,AYACUCHO,HUAMANGA,ACOCRO,8413,285,4847,367,,
50103,AYACUCHO,HUAMANGA,ACOS VINCHOS,4726,159,2783,197,,
50104,AYACUCHO,HUAMANGA,CARMEN ALTO,30856,465,9992,604,,
50105,AYACUCHO,HUAMANGA,CHIARA,6379,193,3359,254,,
50106,AYACUCHO,HUAMANGA,OCROS,5764,152,3028,163,,
50107,AYACUCHO,HUAMANGA,PACAYCASA,3401,76,1487,98,,
50108,AYACUCHO,HUAMANGA,QUINUA,5432,141,2963,178,,
50109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,1483,106,1794,132,,
50110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,52475,999,23543,1287,,
50111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,1478,41,891,49,,
50112,AYACUCHO,HUAMANGA,SOCOS,6437,198,3329,253,,
50113,AYACUCHO,HUAMANGA,TAMBILLO,5723,141,2695,181,,
50114,AYACUCHO,HUAMANGA,VINCHOS,15300,529,7916,682,,
50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,20336,350,8428,446,,
50116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES D.,30546,144,10125,556,,
50201,AYACUCHO,CANGALLO,CANGALLO,5998,152,3303,192,,
50202,AYACUCHO,CANGALLO,CHUSCHI,9134,199,3804,253,,
50203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,8323,213,4002,279,,
50204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,2175,79,1237,98,,
50205,AYACUCHO,CANGALLO,PARAS,4437,138,2141,175,,
50206,AYACUCHO,CANGALLO,TOTOS,3156,85,1775,109,,
50301,AYACUCHO,HUANCA SANCOS,SANCOS,3257,88,1708,124,,
50302,AYACUCHO,HUANCA SANCOS,CARAPO,1881,73,1222,96,,
50303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,1369,48,778,61,,
50304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,2204,77,1262,100,,
50401,AYACUCHO,HUANTA,HUANTA,43001,968,19164,1142,,
50402,AYACUCHO,HUANTA,AYAHUANCO,1254,147,2837,149,,
50403,AYACUCHO,HUANTA,HUAMANGUILLA,4382,127,2391,129,,
50404,AYACUCHO,HUANTA,IGUAIN,2872,81,1517,112,,
50405,AYACUCHO,HUANTA,LURICOCHA,6088,129,2489,163,,
50406,AYACUCHO,HUANTA,SANTILLANA,4171,101,2194,205,,
50407,AYACUCHO,HUANTA,SIVIA,12488,352,6922,462,,
50408,AYACUCHO,HUANTA,LLOCHEGUA,11752,271,5228,444,,
50409,AYACUCHO,HUANTA,CANAYRE,4195,77,1414,90,,
50410,AYACUCHO,HUANTA,UCHURACCAY,3981,136,2486,143,,
50411,AYACUCHO,HUANTA,PUCACOLPA,2797,198,3767,227,,
50412,AYACUCHO,HUANTA,CHACA,2329,88,1229,112,,
50501,AYACUCHO,LA MAR,SAN MIGUEL,11344,240,4513,290,,
50502,AYACUCHO,LA MAR,ANCO,8778,285,5339,398,,
50503,AYACUCHO,LA MAR,AYNA,10414,250,5006,325,,
50504,AYACUCHO,LA MAR,CHILCAS,1731,68,1449,87,,
50505,AYACUCHO,LA MAR,CHUNGUI,4717,232,3217,306,,
50506,AYACUCHO,LA MAR,LUIS CARRANZA,1343,29,513,52,,
50507,AYACUCHO,LA MAR,SANTA ROSA,12967,315,5230,405,,
50508,AYACUCHO,LA MAR,TAMBO,10909,473,9892,598,,
50509,AYACUCHO,LA MAR,SAMUGARI,10973,201,3793,262,,
50510,AYACUCHO,LA MAR,ANCHIHUAY,4740,146,2641,185,,
50511,AYACUCHO,LA MAR,ORONCCOY,1155,19,252,24,,
50601,AYACUCHO,LUCANAS,PUQUIO,14819,313,6470,405,,
50602,AYACUCHO,LUCANAS,AUCARA,2814,108,2731,136,,
50603,AYACUCHO,LUCANAS,CABANA,2135,64,2158,82,,
50604,AYACUCHO,LUCANAS,CARMEN SALCEDO,1801,51,1904,64,,
50605,AYACUCHO,LUCANAS,CHAVINA,2341,53,965,72,,
50606,AYACUCHO,LUCANAS,CHIPAO,2671,98,1813,124,,
50607,AYACUCHO,LUCANAS,HUAC-HUAS,1734,69,1326,96,,
50608,AYACUCHO,LUCANAS,LARAMATE,1705,39,698,51,,
50609,AYACUCHO,LUCANAS,LEONCIO PRADO,1135,33,696,40,,
50610,AYACUCHO,LUCANAS,LLAUTA,906,33,560,44,,
50611,AYACUCHO,LUCANAS,LUCANAS,2944,85,1950,107,,
50612,AYACUCHO,LUCANAS,OCANA,2415,59,1400,71,,
50613,AYACUCHO,LUCANAS,OTOCA,2083,80,1423,109,,
50614,AYACUCHO,LUCANAS,SAISA,848,16,429,19,,
50615,AYACUCHO,LUCANAS,SAN CRISTOBAL,1880,70,1012,96,,
50616,AYACUCHO,LUCANAS,SAN JUAN,1028,23,759,37,,
50617,AYACUCHO,LUCANAS,SAN PEDRO,2793,96,1470,123,,
50618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,971,36,650,47,,
50619,AYACUCHO,LUCANAS,SANCOS,5229,207,3492,273,,
50620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,762,19,340,20,,
50621,AYACUCHO,LUCANAS,SANTA LUCIA,1401,20,436,22,,
50701,AYACUCHO,PARINACOCHAS,CORACORA,14103,335,7406,446,,
50702,AYACUCHO,PARINACOCHAS,CHUMPI,2345,73,1293,102,,
50703,AYACUCHO,PARINACOCHAS,CORONEL CASTANEDA,1876,45,886,61,,
50704,AYACUCHO,PARINACOCHAS,PACAPAUSA,638,60,1353,79,,
50705,AYACUCHO,PARINACOCHAS,PULLO,6918,150,2348,204,,
50706,AYACUCHO,PARINACOCHAS,PUYUSCA,2155,45,1024,61,,
50707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,517,26,370,34,,
50708,AYACUCHO,PARINACOCHAS,UPAHUACHO,1222,65,1301,85,,
50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,3345,65,1323,89,,
50802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,477,24,561,27,,
50803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,439,21,221,25,,
50804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,2082,54,1245,71,,
50805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,614,15,379,15,,
50806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,1590,45,572,58,,
50807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,410,18,322,23,,
50808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,285,9,267,18,,
50809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,225,12,83,13,,
50810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,493,26,362,31,,
50901,AYACUCHO,SUCRE,QUEROBAMBA,2620,53,1330,68,,
50902,AYACUCHO,SUCRE,BELEN,327,20,367,25,,
50903,AYACUCHO,SUCRE,CHALCOS,477,16,313,18,,
50904,AYACUCHO,SUCRE,CHILCAYOC,488,18,280,22,,
50905,AYACUCHO,SUCRE,HUACANA,363,25,328,30,,
50906,AYACUCHO,SUCRE,MORCOLLA,1272,31,529,37,,
50907,AYACUCHO,SUCRE,PAICO,539,26,417,34,,
50908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,821,32,484,42,,
50909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,1043,42,801,56,,
50910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,583,19,368,23,,
50911,AYACUCHO,SUCRE,SORAS,1032,39,633,58,,
51001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,1966,43,936,54,,
51002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,1529,51,1161,71,,
51003,AYACUCHO,VICTOR FAJARDO,APONGO,614,25,685,31,,
51004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,428,16,227,20,,
51005,AYACUCHO,VICTOR FAJARDO,CANARIA,4075,79,1889,107,,
51006,AYACUCHO,VICTOR FAJARDO,CAYARA,1117,32,575,42,,
51007,AYACUCHO,VICTOR FAJARDO,COLCA,1011,18,510,26,,
51008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,1133,40,611,52,,
51009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,1292,29,522,38,,
51010,AYACUCHO,VICTOR FAJARDO,HUALLA,2158,68,1582,89,,
51011,AYACUCHO,VICTOR FAJARDO,SARHUA,2701,49,1333,63,,
51012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,2499,74,1280,96,,
51101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,6889,180,3979,230,,
51102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,873,23,486,34,,
51103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,828,43,507,54,,
51104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,1757,97,1474,125,,
51105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,1381,70,1069,89,,
51106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,1172,35,774,45,,
51107,AYACUCHO,VILCAS HUAMAN,SAURAMA,1084,36,638,47,,
51108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,4015,131,2230,174,,
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,238521,3986,116771,5856,,
60102,CAJAMARCA,CAJAMARCA,ASUNCION,8477,252,6393,377,,
60103,CAJAMARCA,CAJAMARCA,CHETILLA,3942,92,2071,136,,
60104,CAJAMARCA,CAJAMARCA,COSPAN,7350,153,3709,226,,
60105,CAJAMARCA,CAJAMARCA,ENCANADA,20991,545,12004,810,,
60106,CAJAMARCA,CAJAMARCA,JESUS,16381,337,7035,500,,
60107,CAJAMARCA,CAJAMARCA,LLACANORA,6373,113,2640,167,,
60108,CAJAMARCA,CAJAMARCA,LOS BANOS DEL INCA,50237,813,20305,1195,,
60109,CAJAMARCA,CAJAMARCA,MAGDALENA,8962,199,4526,299,,
60110,CAJAMARCA,CAJAMARCA,MATARA,3753,66,1727,105,,
60111,CAJAMARCA,CAJAMARCA,NAMORA,10320,250,4949,373,,
60112,CAJAMARCA,CAJAMARCA,SAN JUAN,4616,98,2476,139,,
60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,33224,539,14912,791,,
60202,CAJAMARCA,CAJABAMBA,CACHACHI,25800,612,12685,893,,
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,14991,333,6541,495,,
60204,CAJAMARCA,CAJABAMBA,SITACOCHA,8271,224,4290,335,,
60301,CAJAMARCA,CELENDIN,CELENDIN,28468,534,13051,802,,
60302,CAJAMARCA,CELENDIN,CHUMUCH,2798,92,1529,137,,
60303,CAJAMARCA,CELENDIN,CORTEGANA,7631,214,4223,314,,
60304,CAJAMARCA,CELENDIN,HUASMIN,11429,251,6372,370,,
60305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,441,12,281,18,,
60306,CAJAMARCA,CELENDIN,JOSE GALVEZ,2714,54,1196,87,,
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,4167,130,2679,188,,
60308,CAJAMARCA,CELENDIN,OXAMARCA,6011,137,3408,212,,
60309,CAJAMARCA,CELENDIN,SOROCHUCO,7895,194,4777,290,,
60310,CAJAMARCA,CELENDIN,SUCRE,5565,115,2949,170,,
60311,CAJAMARCA,CELENDIN,UTCO,1103,27,674,47,,
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,7126,184,4338,269,,
60401,CAJAMARCA,CHOTA,CHOTA,50519,688,22965,1015,,
60402,CAJAMARCA,CHOTA,ANGUIA,3415,79,2077,120,,
60403,CAJAMARCA,CHOTA,CHADIN,3744,91,1977,137,,
60404,CAJAMARCA,CHOTA,CHIGUIRIP,3785,86,2187,129,,
60405,CAJAMARCA,CHOTA,CHIMBAN,2413,69,1743,103,,
60406,CAJAMARCA,CHOTA,CHOROPAMPA,2502,48,1270,69,,
60407,CAJAMARCA,CHOTA,COCHABAMBA,5948,122,3003,181,,
60408,CAJAMARCA,CHOTA,CONCHAN,6064,141,3335,209,,
60409,CAJAMARCA,CHOTA,HUAMBOS,8684,156,4483,231,,
60410,CAJAMARCA,CHOTA,LAJAS,11714,218,5951,321,,
60411,CAJAMARCA,CHOTA,LLAMA,7438,143,3785,209,,
60412,CAJAMARCA,CHOTA,MIRACOSTA,3374,72,1882,113,,
60413,CAJAMARCA,CHOTA,PACCHA,4750,108,2497,159,,
60414,CAJAMARCA,CHOTA,PION,1281,27,764,40,,
60415,CAJAMARCA,CHOTA,QUEROCOTO,8881,137,4290,205,,
60416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,943,9,489,20,,
60417,CAJAMARCA,CHOTA,TACABAMBA,17131,302,9633,447,,
60418,CAJAMARCA,CHOTA,TOCMOCHE,849,23,477,33,,
60419,CAJAMARCA,CHOTA,CHALAMARCA,9882,199,5256,295,,
60501,CAJAMARCA,CONTUMAZA,CONTUMAZA,8168,155,4077,238,,
60502,CAJAMARCA,CONTUMAZA,CHILETE,2795,43,1335,75,,
60503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,1397,25,704,47,,
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,2864,55,1525,91,,
60505,CAJAMARCA,CONTUMAZA,SAN BENITO,3574,77,1832,117,,
60506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,1063,30,504,45,,
60507,CAJAMARCA,CONTUMAZA,TANTARICA,2586,62,1528,91,,
60508,CAJAMARCA,CONTUMAZA,YONAN,6998,106,3766,170,,
60601,CAJAMARCA,CUTERVO,CUTERVO,52184,954,26765,1392,,
60602,CAJAMARCA,CUTERVO,CALLAYUC,9923,224,5002,329,,
60603,CAJAMARCA,CUTERVO,CHOROS,3342,52,1713,86,,
60604,CAJAMARCA,CUTERVO,CUJILLO,2679,61,1450,93,,
60605,CAJAMARCA,CUTERVO,LA RAMADA,4157,105,2344,152,,
60606,CAJAMARCA,CUTERVO,PIMPINGOS,5328,107,2762,152,,
60607,CAJAMARCA,CUTERVO,QUEROCOTILLO,14067,291,7842,428,,
60608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,4472,94,2470,136,,
60609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,1924,32,963,53,,
60610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,3161,83,1909,123,,
60611,CAJAMARCA,CUTERVO,SANTA CRUZ,2801,63,1401,100,,
60612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,5150,138,2663,205,,
60613,CAJAMARCA,CUTERVO,SANTO TOMAS,7783,123,3885,189,,
60614,CAJAMARCA,CUTERVO,SOCOTA,9487,228,5153,345,,
60615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,1121,18,605,34,,
60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,65979,1406,37607,2054,,
60702,CAJAMARCA,HUALGAYOC,CHUGUR,3032,61,1710,96,,
60703,CAJAMARCA,HUALGAYOC,HUALGAYOC,16596,296,8166,428,,
60801,CAJAMARCA,JAEN,JAEN,104036,1608,47136,2357,,
60802,CAJAMARCA,JAEN,BELLAVISTA,16287,263,7113,390,,
60803,CAJAMARCA,JAEN,CHONTALI,10488,212,4995,313,,
60804,CAJAMARCA,JAEN,COLASAY,10794,178,5029,264,,
60805,CAJAMARCA,JAEN,HUABAL,8927,121,3360,178,,
60806,CAJAMARCA,JAEN,LAS PIRIAS,4658,68,1970,101,,
60807,CAJAMARCA,JAEN,POMAHUACA,9298,206,4784,306,,
60808,CAJAMARCA,JAEN,PUCARA,6995,130,3500,196,,
60809,CAJAMARCA,JAEN,SALLIQUE,7706,198,4180,292,,
60810,CAJAMARCA,JAEN,SAN FELIPE,4940,130,2996,192,,
60811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,7953,131,3418,188,,
60812,CAJAMARCA,JAEN,SANTA ROSA,10786,164,5265,243,,
60901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,39238,608,17819,889,,
60902,CAJAMARCA,SAN IGNACIO,CHIRINOS,15732,268,6747,397,,
60903,CAJAMARCA,SAN IGNACIO,HUARANGO,19348,376,10098,542,,
60904,CAJAMARCA,SAN IGNACIO,LA COIPA,21183,375,10104,542,,
60905,CAJAMARCA,SAN IGNACIO,NAMBALLE,10282,274,5610,391,,
60906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,19982,415,10470,604,,
60907,CAJAMARCA,SAN IGNACIO,TABACONAS,19970,491,10401,712,,
61001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,21205,317,10164,476,,
61002,CAJAMARCA,SAN MARCOS,CHANCAY,3102,58,1574,96,,
61003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,2862,34,1074,60,,
61004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,5435,145,3213,219,,
61005,CAJAMARCA,SAN MARCOS,ICHOCAN,1963,36,799,58,,
61006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,3722,81,1882,127,,
61007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,13441,319,7356,466,,
61101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,14191,235,7623,346,,
61102,CAJAMARCA,SAN MIGUEL,BOLIVAR,1299,27,714,41,,
61103,CAJAMARCA,SAN MIGUEL,CALQUIS,4282,74,2096,116,,
61104,CAJAMARCA,SAN MIGUEL,CATILLUC,2937,76,1632,114,,
61105,CAJAMARCA,SAN MIGUEL,EL PRADO,1661,21,668,36,,
61106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,2137,34,1027,54,,
61107,CAJAMARCA,SAN MIGUEL,LLAPA,4691,96,2919,156,,
61108,CAJAMARCA,SAN MIGUEL,NANCHOC,1337,22,731,36,,
61109,CAJAMARCA,SAN MIGUEL,NIEPOS,3381,69,1941,109,,
61110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,2278,40,1071,63,,
61111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,3845,76,2085,121,,
61112,CAJAMARCA,SAN MIGUEL,TONGOD,2820,62,2282,96,,
61113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,3200,67,1695,110,,
61201,CAJAMARCA,SAN PABLO,SAN PABLO,13446,324,6498,484,,
61202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,4611,106,2291,160,,
61203,CAJAMARCA,SAN PABLO,SAN LUIS,949,28,590,51,,
61204,CAJAMARCA,SAN PABLO,TUMBADEN,3702,82,1754,125,,
61301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,9749,204,5782,306,,
61302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,1338,23,723,37,,
61303,CAJAMARCA,SANTA CRUZ,CATACHE,9893,184,4788,264,,
61304,CAJAMARCA,SANTA CRUZ,CHANCAYBANOS,3524,70,1862,114,,
61305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,2356,46,1261,68,,
61306,CAJAMARCA,SANTA CRUZ,NINABAMBA,2098,47,1331,67,,
61307,CAJAMARCA,SANTA CRUZ,PULAN,4010,85,2118,128,,
61308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,1460,31,901,51,,
61309,CAJAMARCA,SANTA CRUZ,SEXI,426,8,269,14,,
61310,CAJAMARCA,SANTA CRUZ,UTICYACU,1276,33,753,51,,
61311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,2976,58,1728,87,,
70101,CALLAO,CALLAO,CALLAO,521346,5606,232495,7308,,
70102,CALLAO,CALLAO,BELLAVISTA,87471,805,42711,1068,,
70103,CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,48492,560,24308,723,,
70104,CALLAO,CALLAO,LA PERLA,70394,562,34263,742,,
70105,CALLAO,CALLAO,LA PUNTA,4590,23,2087,37,,
70106,CALLAO,CALLAO,VENTANILLA,347244,7016,210796,8969,,
70107,CALLAO,CALLAO,MI PERU,50317,1117,33148,1430,,
80101,CUSCO,CUSCO,CUSCO,128805,1478,59534,2055,,
80102,CUSCO,CUSCO,CCORCA,2461,57,1161,70,,
80103,CUSCO,CUSCO,POROY,2732,171,4025,234,,
80104,CUSCO,CUSCO,SAN JERONIMO,63604,769,23321,1072,,
80105,CUSCO,CUSCO,SAN SEBASTIAN,124705,1700,60639,2353,,
80106,CUSCO,CUSCO,SANTIAGO,103764,1440,46809,1998,,
80107,CUSCO,CUSCO,SAYLLA,6214,97,2677,136,,
80108,CUSCO,CUSCO,WANCHAQ,63058,710,32183,1003,,
80201,CUSCO,ACOMAYO,ACOMAYO,4888,115,2860,163,,
80202,CUSCO,ACOMAYO,ACOPIA,2987,46,1193,71,,
80203,CUSCO,ACOMAYO,ACOS,2429,31,1179,49,,
80204,CUSCO,ACOMAYO,MOSOC LLACTA,1214,50,1160,75,,
80205,CUSCO,ACOMAYO,POMACANCHI,7944,202,4630,294,,
80206,CUSCO,ACOMAYO,RONDOCAN,2120,41,1184,65,,
80207,CUSCO,ACOMAYO,SANGARARA,3544,73,1927,113,,
80301,CUSCO,ANTA,ANTA,24203,281,8416,382,,
80302,CUSCO,ANTA,ANCAHUASI,7772,103,3497,143,,
80303,CUSCO,ANTA,CACHIMAYO,2654,32,1163,53,,
80304,CUSCO,ANTA,CHINCHAYPUJIO,4514,103,2124,141,,
80305,CUSCO,ANTA,HUAROCONDO,4968,90,2878,129,,
